word, Y_counts, N_counts, Total_count
suppose,0,1,1
fiction,0,1,1
yard,0,1,1
drifts,0,1,1
former,0,2,2
task,0,1,1
force,0,1,1
pmxu,0,1,1
cartoonists,0,1,1
lyazdm,0,1,1
perpetrated,0,2,2
sell,0,2,2
conditioners,0,2,2
arrested,0,1,1
did,0,3,3
forget,0,2,2
ball,0,1,1
shovel,0,1,1
gemstars,0,1,1
fql,0,1,1
lyaeawkv,0,1,1
rock,0,1,1
stranger,0,1,1
academic,0,1,1
int,0,1,1
confusion,0,1,1
hysteria,0,3,3
brand,0,1,1
rating,0,1,1
reviews,0,1,1
curr,0,1,1
yzbe,0,1,1
plz,0,1,1
sean,0,1,1
hannity,0,3,3
contradict,0,3,3
xkoi,0,1,1
dnj,0,1,1
virgiltexas,0,3,3
tornadoes,0,3,3
racing,0,3,3
mississippi,0,3,3
tornadocot,0,3,3
ucot,0,4,4
tycot,0,3,3
ensler,0,1,1
behar,0,2,2
represent,0,2,2
pathetic,0,2,2
stmt,0,1,1
fanatics,0,6,6
yack,0,1,1
vaginas,0,1,1
myself,0,1,1
scandal,0,2,2
lyddpgql,0,1,1
nwo,0,1,1
jazgar,0,2,2
killer,0,2,2
created,0,2,2
peruvian,0,2,2
fractures,0,2,2
falls,0,2,2
ethanol,0,1,1
ddt,0,1,1
beat,0,1,1
quadruple,0,1,1
deficit,0,1,1
propaganda,0,3,3
terra,0,1,1
matters,0,2,2
udj,0,2,2
fabricate,0,1,1
lycdttyk,0,1,1
arkiebrian,0,1,1
slyty,0,1,1
hitler,0,1,1
campus,0,1,1
disappointment,0,1,1
graduate,0,1,1
believing,0,1,1
unemployed,0,1,1
clue,0,1,1
emperor,0,2,2
bob,0,2,2
undeniable,0,1,1
interested,0,1,1
pesky,0,1,1
le,0,1,1
defendglenn,0,1,1
parliament,0,1,1
rips,0,1,1
mkw,0,1,1
quite,0,1,1
uninformed,0,1,1
regarding,0,1,1
shabby,0,1,1
scare,0,1,1
lybiuip,0,1,1
profiteering,0,1,1
jx,0,1,1
steyn,0,1,1
journalistic,0,1,1
comyzxap,0,1,1
familysecuritymatters,0,1,1
pbe,0,1,1
edenjames,0,1,1
apocolypse,0,1,1
brr,0,1,1
boo,0,1,1
brrr,0,1,1
suvs,0,1,1
czfa,0,1,1
indeed,0,1,1
mars,0,1,1
otgu,0,1,1
book,0,4,4
confirmed,0,2,2
wnd,0,2,2
sussman,0,2,2
schools,0,1,1
closed,0,1,1
tomorrow,0,2,2
usual,0,1,1
wordslibshate,0,1,1
electar,0,1,1
towhhall,0,1,1
barone,0,4,4
corrupted,0,4,4
ykqbr,0,1,1
pir,0,1,1
gold,0,1,1
spend,0,1,1
money,0,3,3
moving,0,2,2
bears,0,1,1
cheaper,0,1,1
displeased,0,1,1
fredthompson,0,1,1
um,0,1,1
temp,0,3,3
terrorist,0,1,1
undies,0,1,1
fell,0,1,1
miles,0,1,1
arms,0,1,1
hands,0,1,1
sore,0,1,1
shoveling,0,2,2
hurts,0,1,1
tweet,0,1,1
illegal,0,4,4
campaign,0,2,2
platform,0,2,2
comxbqai,0,1,1
dluxkoshertours,0,1,1
havent,0,1,1
looked,0,1,1
wood,0,1,1
lizarddawg,0,1,1
horrible,0,1,1
death,0,2,2
gss,0,1,1
bjh,0,1,1
stephenathome,0,3,3
prius,0,3,3
rated,0,1,1
stars,0,1,1
snobama,0,1,1
blasts,0,1,1
befdnwozechjg,0,1,1
margaret,0,2,2
wente,0,2,2
toronto,0,2,2
horner,0,1,1
yji,0,1,1
conservativela,0,1,1
newt,0,1,1
gives,0,1,1
credence,0,1,1
fmls,0,1,1
regulation,0,3,3
absolute,0,1,1
politaical,0,1,1
suicide,0,1,1
concur,0,1,1
imaginary,0,2,2
tamij,0,1,1
glory,0,2,2
tami,0,1,1
tribbles,0,1,1
liberals,0,2,2
blaming,0,2,2
hhrs,0,1,1
nikkibama,0,1,1
march,0,1,1
were,0,3,3
whiners,0,1,1
seem,0,1,1
hysterical,0,1,1
psiryu,0,2,2
quote,0,1,1
ackroyd,0,1,1
snl,0,1,1
anchor,0,1,1
joy,0,1,1
slut,0,1,1
mock,0,1,1
respond,0,1,1
asap,0,1,1
didnt,0,1,1
pluto,0,1,1
wasnt,0,1,1
fucking,0,1,1
waste,0,2,2
stimulus,0,1,1
moneyglobal,0,1,1
turbines,0,1,1
minnesota,0,1,1
lyalsn,0,1,1
townhallcom,0,1,1
pnw,0,1,1
lydzikfa,0,1,1
suspended,0,1,1
hero,0,1,1
cubachi,0,3,3
fund,0,1,1
gdbrylo,0,1,1
catastrophe,0,1,1
surplus,0,1,1
pretending,0,1,1
dptq,0,1,1
investing,0,1,1
controls,0,1,1
freedom,0,1,1
lydrrein,0,1,1
announce,0,1,1
tracker,0,1,1
clueless,0,1,1
imnn,0,1,1
target,0,2,2
bullshit,0,4,4
leadersdebate,0,2,2
fact,0,7,7
lindsey,0,1,1
quietly,0,1,1
worried,0,1,1
logical,0,1,1
niche,0,1,1
modeling,0,1,1
ii,0,1,1
allycouture,0,1,1
haha,0,1,1
phenomena,0,1,1
balancing,0,1,1
quotes,0,1,1
oxburgh,0,1,1
lybfhwbw,0,1,1
observation,0,1,1
alone,0,1,1
discredits,0,1,1
jozba,0,1,1
utah,0,5,5
legislator,0,1,1
hjr,0,1,1
points,0,1,1
pze,0,1,1
reasonable,0,1,1
hype,0,1,1
ohk,0,1,1
contents,0,2,2
copyrighted,0,2,2
nl,0,1,1
genjunky,0,1,1
smart,0,1,1
freezing,0,2,2
artist,0,2,2
worth,0,2,2
close,0,2,2
question,0,1,1
inc,0,1,1
lycblw,0,1,1
kv,0,1,1
mybookstop,0,1,1
info,0,1,1
horror,0,1,1
movie,0,1,1
yippie,0,1,1
mmorg,0,1,1
yd,0,1,1
snowiest,0,1,1
broke,0,1,1
billwilsonalg,0,1,1
proven,0,2,2
rhw,0,1,1
aleo,0,1,1
vodpod,0,1,1
culturemap,0,1,1
yjklo,0,1,1
jamescolumbiamo,0,1,1
fudge,0,1,1
hypothesis,0,1,1
comedians,0,1,1
joked,0,1,1
lyapcvkw,0,1,1
centreright,0,1,1
followers,0,1,1
losing,0,1,1
luey,0,1,1
timmontgomerie,0,1,1
flipbooks,0,3,3
panel,0,3,3
incorrectly,0,1,1
fdctw,0,1,1
grrr,0,1,1
flipping,0,1,1
channels,0,1,1
landed,0,1,1
sundance,0,1,1
chnnl,0,1,1
hysteric,0,1,1
dude,0,1,1
yapping,0,1,1
musta,0,1,1
comedy,0,1,1
headed,0,1,1
algoresbrain,0,1,1
raw,0,1,1
adjusted,0,1,1
sunny,0,1,1
tempered,0,1,1
zpej,0,1,1
nutjobs,0,1,1
committee,0,2,2
want,0,3,3
nkh,0,1,1
stxherry,0,1,1
slkbrooke,0,1,1
regained,0,1,1
switched,0,1,1
primary,0,1,1
senseless,0,1,1
sheeple,0,1,1
philly,0,1,1
understand,0,1,1
brainwashing,0,1,1
naaahhhaaaa,0,1,1
community,0,2,2
scamed,0,2,2
hacks,0,3,3
gore=palin,0,3,3
kagrox,0,1,1
plate,0,1,1
tectonics,0,1,1
destroy,0,1,1
taxes,0,3,3
blankenship,0,3,3
safety,0,5,5
regulators,0,2,2
silly,0,5,5
fuavy,0,1,1
mattyglesias,0,1,1
cuts,0,1,1
ignore,0,1,1
bite,0,1,1
claimign,0,1,1
fuck,0,2,2
british,0,2,2
sceptical,0,2,2
lycwrejl,0,2,2
lyackz,0,1,1
matt,0,1,1
ridley,0,1,1
spectator,0,2,2
ukprintpoliticsall,0,1,1
guerrillas,0,1,1
thtml,0,1,1
lisa,0,2,2
woman,0,1,1
besides,0,1,1
michelle,0,1,1
debunked,0,1,1
ho,0,1,1
qqw,0,1,1
disbelieve,0,1,1
nvkk,0,1,1
survivalstation,0,1,1
eyed,0,1,1
golfer,0,1,1
twenty,0,1,1
five,0,1,1
forty,0,1,1
golfers,0,1,1
thi,0,1,1
lyakeaxp,0,1,1
pon,0,1,1
tx,0,1,1
regulating,0,1,1
vague,0,1,1
gagnon,0,1,1
duped,0,2,2
socialist,0,2,2
girls,0,1,1
cans,0,1,1
aquanet,0,1,1
process,0,1,1
admitted,0,1,1
mistakes,0,1,1
lydyfhdy,0,1,1
prediction,0,1,1
democrat,0,1,1
manipulation,0,1,1
fines,0,1,1
jail,0,1,1
sharifkouddous,0,1,1
advocates,0,1,1
both,0,1,1
huh,0,1,1
lied,0,1,1
quick,0,1,1
distraction,0,1,1
conversation,0,1,1
potential,0,1,1
explanati,0,1,1
fyq,0,1,1
dnoxon,0,1,1
rosed,0,1,1
eq,0,1,1
hell,0,1,1
hearing,0,4,4
cancelled,0,2,2
twdyawzc,0,1,1
fox,0,1,1
ain,0,1,1
lemme,0,1,1
upset,0,1,1
hypocritical,0,1,1
jackass,0,1,1
rumor,0,1,1
zoeart,0,1,1
tun,0,1,1
yuck,0,1,1
braziltour,0,1,1
barriers,0,1,1
modification,0,1,1
envelope,0,1,1
humor,0,1,1
expense,0,1,1
worshipers,0,1,1
fmvx,0,1,1
agreed,0,1,1
blano,0,1,1
robpas,0,1,1
amazing,0,2,2
bs,0,1,1
astute,0,1,1
reaffirmations,0,1,1
bunk,0,1,1
niteowl,0,1,1
egore,0,1,1
groupies,0,1,1
hair,0,1,1
brained,0,1,1
linking,0,1,1
gonna,0,1,1
tommorow,0,1,1
cow,0,1,1
farts,0,1,1
exonerated,0,1,1
lyddshde,0,1,1
huge,0,1,1
relief,0,1,1
rectum,0,1,1
cbiz,0,1,1
networks,0,1,1
hide,0,2,2
bikz,0,1,1
guys,0,1,1
sick,0,2,2
hog,0,1,1
reid,0,1,1
lyaobxji,0,1,1
themselves,0,1,1
malleable,0,1,1
pursued,0,1,1
regard,0,1,1
artists,0,1,1
stealing,0,1,1
duh,0,1,1
uncertainties,0,1,1
lyakuozf,0,1,1
warmers,0,2,2
forensics,0,1,1
belive,0,1,1
toasty,0,1,1
thnx,0,1,1
lowkell,0,1,1
lies,0,1,1
seriouly,0,1,1
markkrajnak,0,1,1
annnnd,0,2,2
golf,0,1,1
juliejoyce,0,1,1
undergrad,0,1,1
grad,0,1,1
open,0,1,1
alms,0,1,1
politely,0,1,1
motorsports,0,1,1
lectured,0,1,1
nascar,0,1,1
resolution,0,1,1
implying,0,1,1
lygj,0,1,1
jercope,0,1,1
wsmco,0,1,1
voted,0,2,2
dipshit,0,1,1
glad,0,1,1
december,0,1,1
sent,0,1,1
lyaaj,0,1,1
lyauupbl,0,1,1
becksterinc,0,1,1
teachers,0,1,1
shove,0,1,1
young,0,1,1
impressionable,0,1,1
throats,0,1,1
marchreport,0,1,1
nut,0,1,1
epic,0,2,2
lying,0,1,1
diigo,0,1,1
rcp,0,1,1
lydexp,0,1,1
mmr,0,1,1
doctor,0,1,1
andrew,0,1,1
wakefield,0,1,1
fixed,0,1,1
autism,0,1,1
lyffpgy,0,1,1
vp,0,1,1
continue,0,1,1
perpetuate,0,1,1
fantasy,0,1,1
lemmings,0,1,1
esmcivt,0,1,1
traciskene,0,1,1
shadow,0,1,1
six,0,1,1
climatescam,0,1,1
apparently,0,1,1
relevant,0,1,1
supported,0,1,1
lydfxl,0,1,1
lawmaker,0,1,1
lusx,0,1,1
sminfowars,0,1,1
cambio,0,1,1
clim,0,1,1
àtico,0,1,1
poblaci,0,1,1
ñn,0,1,1
l=w,0,1,1
icot,0,1,1
latin,0,1,1
fel,0,1,1
va,0,1,1
warmist,0,1,1
rescued,0,1,1
transported,0,1,1
redostoneage,0,1,1
physicists,0,1,1
paper,0,2,2
debunking,0,1,1
violates,0,1,1
physics,0,1,1
lyamrmtg,0,1,1
anyway,0,2,2
gt,0,1,1
thanx,0,1,1
enjoying,0,1,1
breaks,0,1,1
lydx,0,1,1
ri,0,1,1
hotitalian,0,1,1
aka,0,1,1
geological,0,1,1
rejects,0,1,1
lycgfw,0,1,1
rebeccawalker,0,1,1
warmingclimate,0,1,1
lybytsem,0,1,1
szn,0,1,1
jokes,0,1,1
nathanwurtzel,0,1,1
assured,0,1,1
anglia,0,1,1
cooked,0,1,1
er,0,1,1
area,0,1,1
mr,0,1,1
bestseller,0,1,1
currently,0,1,1
ranked,0,1,1
nonfiction,0,1,1
oaz,0,1,1
toas,0,1,1
elo,0,1,1
theologian,0,1,1
totalitarian,0,1,1
dream,0,1,1
cifw,0,1,1
madlyv,0,1,1
abandons,0,1,1
intergovernmental,0,1,1
untrustworthy,0,1,1
lyabmsjt,0,1,1
watchdog,0,1,1
enabled,0,1,1
lkba,0,1,1
tracy,0,1,1
syste,0,1,1
whpatterson,0,1,1
kiddingggggggg,0,1,1
sfq,0,1,1
beer,0,1,1
warming=fail,0,1,1
michele,0,1,1
anything,0,1,1
justify,0,1,1
fake,0,1,1
useful,0,2,2
note,0,1,1
realism,0,1,1
heads,0,2,2
syancyfox,0,1,1
fml,0,1,1
sorry,0,1,1
htink,0,1,1
plain,0,1,1
tie,0,1,1
scum,0,2,2
snowplow,0,1,1
laurenconrad,0,1,1
jim,0,1,1
demint,0,1,1
anywhere,0,1,1
juce,0,1,1
joshtpm,0,1,1
prolly,0,1,1
disproved,0,1,1
initiated,0,1,1
hypothosys,0,1,1
cal,0,1,1
swo,0,1,1
oxchris,0,1,1
bull,0,1,1
seegercycle,0,1,1
hold,0,2,2
illiterate,0,1,1
sprinkle,0,1,1
fairy,0,2,2
dust,0,1,1
supposed,0,1,1
xgw,0,1,1
sky,0,1,1
falling,0,1,1
grip,0,1,1
hugging,0,1,1
wackos,0,1,1
urinate,0,1,1
brkg,0,1,1
announces,0,1,1
rehabilitate,0,1,1
itself,0,1,1
suing,0,1,1
kevgriff,0,1,1
os,0,1,1
rebecca,0,1,1
terrell,0,1,1
newamerican,0,1,1
rpsiz,0,1,1
reinforces,0,1,1
jen,0,1,1
theaarondouglas,0,1,1
foxandfriends,0,2,2
goldman,0,2,2
execs,0,2,2
sh,0,2,2
gopusa,0,1,1
esanasc,0,1,1
lybclzes,0,1,1
snowmaggedon,0,1,1
grrrr,0,1,1
butt,0,1,1
within,0,1,1
mlmoore,0,1,1
remind,0,1,1
july,0,1,1
patrickc,0,1,1
massey,0,1,1
miners,0,1,1
dripping,0,1,1
irony,0,1,1
epw,0,1,1
postponed,0,1,1
eyf,0,1,1
sl,0,1,1
pt,0,1,1
dennylonergan,0,1,1
gig,0,1,1
invented,0,1,1
skeptic,0,1,1
corner,0,1,1
rasmussen,0,1,1
lybqm,0,1,1
bryan,0,1,1
walsh,0,1,1
alex,0,1,1
brandon,0,1,1
lybxx,0,1,1
av,0,1,1
crablover,0,1,1
gotta,0,1,1
skeptical,0,1,1
comtimehealtharticle,0,1,1
shocking,0,1,1
keder,0,1,1
exists,0,1,1
justsaying,0,1,1
comkrwusz,0,1,1
bobsyouruncle,0,1,1
mikekruger,0,1,1
bother,0,1,1
nycaviation,0,1,1
barackborat,0,1,1
coldest,0,1,1
fu,0,1,1
hmm,0,1,1
shining,0,1,1
grass,0,1,1
karma,0,1,1
vballr,0,1,1
whiche,0,1,1
distortion,0,1,1
referring,0,1,1
congressional,0,1,1
perks,0,1,1
wear,0,1,1
hat,0,1,1
gloves,0,1,1
jacket,0,1,1
cahrh,0,1,1
globeandmail,0,1,1
obumers,0,1,1
snowed,0,1,1
whoa,0,1,1
scandals,0,1,1
zhth,0,1,1
btw,0,1,1
